@relation 'clean_data-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-V-R2-3,5-6,8,11-12'

@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute density numeric
@attribute alcohol numeric
@attribute quality {3,4,5,6,7,8,9}

@data
0.368421,0.391892,0.614458,0.227273,0.66796,0.370968,6
0.45614,0.405405,0.506024,0.345455,0.810706,0.274194,5
0.561404,0.364865,0.301205,0.227273,0.359969,0.693548,8
0.157895,0.364865,0.277108,0.336364,0.421257,0.403226,5
0.263158,0.351351,0.385542,0.172727,0.619085,0.241935,6
0.280702,0.351351,0.409639,0.354545,0.748642,0.322581,6
0.350877,0.851351,0.361446,0.509091,0.837083,0.129032,4
0.263158,0.391892,0.26506,0.2,0.374709,0.467742,6
0.315789,0.418919,0.240964,0.109091,0.283941,0.677419,6
0.403509,0.297297,0.46988,0.4,0.955004,0.322581,5
0.298246,0.459459,0.373494,0.463636,0.773468,0.258065,6
0.350877,0.216216,0.614458,0.309091,0.498061,0.112903,6
0.175439,0.351351,0.421687,0.4,0.422808,0.435484,7
0.22807,0.378378,0.445783,0.218182,0.378588,0.5,6
0.701754,0.445946,0.180723,0.109091,0.363848,0.725806,7
0.45614,0.432432,0.506024,0.245455,0.498836,0.387097,6
0.22807,0.5,0.228916,0.163636,0.413499,0.564516,5
0.421053,0.364865,0.373494,0.527273,0.868891,0.225806,5
0.298246,0.459459,0.493976,0.254545,0.785881,0.33871,6
0.298246,0.621622,0.493976,0.109091,0.630721,0.274194,5
0.175439,0.391892,0.313253,0.336364,0.43367,0.403226,6
0.280702,0.351351,0.53012,0.381818,0.846393,0.274194,5
0.421053,0.324324,0.614458,0.368182,0.621412,0.193548,5
0.421053,0.472973,1,0.2,0.564003,0.290323,5
0.438596,0.594595,0.493976,0.345455,0.75097,0.16129,5
0.385965,0.405405,0.493976,0.345455,0.730023,0.177419,6
0.45614,0.405405,0.337349,0.618182,0.76571,0.387097,6
0.140351,0.391892,0.253012,0.245455,0.591932,0.435484,6
0.035088,0.324324,0.361446,0.209091,0.620636,0.403226,7
0.438596,0.243243,0.325301,0.027273,0.321179,0.564516,4
0.701754,0.5,0.301205,0.027273,0.422808,0.387097,3
0.210526,0.405405,0.361446,0.372727,0.309542,0.645161,6
0.421053,0.391892,0.325301,0.354545,0.354538,0.677419,6
0.210526,0.405405,0.361446,0.372727,0.309542,0.645161,6
0.245614,0.391892,0.493976,0.2,0.655547,0.290323,6
0.263158,0.756757,0.650602,0.459091,1,0.209677,5
0.333333,0.256757,0.903614,0.172727,0.624515,0.258065,4
0.333333,0.256757,0.915663,0.172727,0.624515,0.241935,4
0.263158,0.567568,0.39759,0.318182,0.626067,0.354839,6
0.122807,0.378378,0.240964,0.109091,0.493406,0.387097,8
0.315789,0.391892,0.192771,0.218182,0.449185,0.483871,6
0.122807,0.378378,0.240964,0.109091,0.493406,0.387097,8
0.210526,0.918919,0.39759,0.490909,0.876649,0.112903,5
0.385965,0.391892,0.53012,0.2,0.505043,0.306452,4
0.385965,0.405405,0.53012,0.2,0.504267,0.306452,4
0.22807,0.472973,0.385542,0.045455,0.332816,0.532258,4
0.666667,0.351351,0.39759,0.236364,0.312645,0.645161,8
0.350877,0.351351,0.39759,0.290909,0.418154,0.435484,8
0.280702,0.391892,0.409639,0.272727,0.57564,0.33871,6
0.157895,0.459459,0.987952,0.363636,0.519007,0.258065,7
0.333333,0.391892,0.60241,0.236364,0.69744,0.370968,5
0.385965,0.337838,0.457831,0.209091,1,0.177419,5
0.192982,0.364865,0.337349,0.1,0.348332,0.612903,6
0.491228,0.527027,0.180723,0.218182,0.314197,0.629032,6
0.140351,0.324324,0.445783,0.136364,0.471683,0.370968,6
0.192982,0.567568,0.457831,0.127273,0.625291,0.322581,4
0.140351,0.662162,0.421687,0.145455,0.622964,0.354839,4
0.315789,0.378378,0.349398,0.636364,0.663305,0.322581,6
0.140351,0.621622,0.445783,0.190909,0.679597,0.258065,5
0.263158,0.243243,0.421687,0.518182,0.657099,0.241935,5
0.631579,0.351351,0.289157,0.190909,0.314973,0.758065,6
0.403509,0.364865,0.325301,0.190909,0.533747,0.483871,6
0.22807,0.378378,0.301205,0.190909,0.538402,0.354839,4
0.140351,0.351351,0.457831,0.254545,0.706749,0.33871,6
0.333333,0.337838,0.433735,0.436364,1,0.193548,6
0.526316,0.22973,0.855422,0.436364,0.847168,0.225806,4
0.22807,0.378378,0.301205,0.190909,0.538402,0.354839,4
0.280702,0.405405,0.493976,0.190909,0.532196,0.322581,5
0.140351,0.351351,0.457831,0.254545,0.706749,0.33871,6
0.578947,0.216216,0.277108,0.209091,0.436773,0.241935,5
0.491228,0.554054,0.73494,0.590909,1,0.177419,5
0.561404,0.432432,0.26506,0.190909,0.360745,0.854839,7
0.315789,0.581081,0.433735,0.463636,0.759503,0.241935,5
0.280702,0.391892,0.325301,0.136364,0.543057,0.33871,6
0.280702,0.391892,0.325301,0.136364,0.543057,0.33871,6
0.245614,0.351351,0.373494,0.272727,0.374709,0.516129,6
0.45614,0.378378,0.373494,0.618182,0.657099,0.290323,6
0.245614,0.351351,0.373494,0.272727,0.374709,0.516129,6
0.45614,0.378378,0.373494,0.618182,0.657099,0.290323,6
0.350877,0.22973,0.39759,0.536364,0.671839,0.225806,5
0.368421,0.189189,0.433735,0.436364,0.661753,0.16129,5
0.333333,0.22973,0.421687,0.527273,0.672614,0.225806,5
0.473684,0.27027,0.542169,0.554545,0.913111,0.145161,6
0.350877,0.364865,0.433735,0.418182,1,0.177419,6
0.473684,0.472973,0.301205,0.063636,0.56633,0.290323,4
0.614035,0.378378,0.566265,0.245455,0.685027,0.225806,5
0.315789,0.378378,0.493976,0.290909,0.563227,0.322581,6
0.614035,0.378378,0.566265,0.245455,0.685027,0.225806,5
0.333333,0.5,0.39759,0.309091,0.837083,0.306452,6
0.359649,0.432432,0.650602,0.272727,0.844841,0.193548,5
0.421053,0.445946,0.518072,0.345455,0.469356,0.322581,5
0.359649,0.432432,0.650602,0.272727,0.844841,0.193548,5
0.45614,0.459459,0.506024,0.35,0.467804,0.322581,5
0.421053,0.445946,0.518072,0.345455,0.469356,0.322581,5
0.333333,0.351351,0.39759,0.172727,0.698991,0.290323,6
0.315789,0.364865,0.373494,0.154545,0.453064,0.403226,6
0.333333,0.351351,0.409639,0.536364,0.529868,0.419355,6
0.842105,0.202703,0.337349,0.327273,0.722265,0.225806,5
0.842105,0.202703,0.337349,0.327273,0.722265,0.225806,5
0.192982,0.364865,0.216867,0.3,0.416602,0.483871,7
0.210526,0.351351,0.216867,0.309091,0.432118,0.451613,6
0.368421,0.405405,0.325301,0.509091,0.964313,0.16129,5
0.421053,0.445946,0.26506,0.409091,0.761055,0.258065,6
0.438596,0.486486,0.337349,0.309091,0.683476,0.419355,6
0.438596,0.486486,0.337349,0.309091,0.683476,0.419355,6
0.421053,0.445946,0.26506,0.409091,0.761055,0.258065,6
0.438596,0.324324,0.433735,0.263636,0.861908,0.193548,5
0.438596,0.324324,0.433735,0.263636,0.861908,0.193548,5
0.315789,0.445946,0.53012,0.081818,0.536074,0.241935,5
0.298246,0.445946,0.53012,0.090909,0.537626,0.241935,5
0.315789,0.351351,0.361446,0.318182,0.834756,0.370968,7
0.315789,0.202703,0.53012,0.3,0.493406,0.129032,5
0.350877,0.432432,0.349398,0.227273,0.515128,0.354839,6
0.140351,0.459459,0.240964,0.218182,0.344453,0.33871,6
0.45614,0.135135,0.481928,0.245455,0.503491,0.241935,5
0.298246,0.459459,0.566265,0.290909,0.5609,0.241935,5
0.473684,0.540541,0.156627,0.190909,0.39488,0.580645,7
0.280702,0.310811,0.277108,0.090909,0.667184,0.435484,6
0.368421,0.283784,0.409639,0.163636,0.734678,0.33871,6
0.333333,0.418919,0.313253,0.136364,0.283165,0.5,7
0.842105,0.121622,0.746988,0.154545,0.608999,0.290323,5
0.333333,0.418919,0.313253,0.136364,0.283165,0.5,7
0.333333,0.5,0.457831,0.509091,0.644686,0.241935,6
0.280702,0.405405,0.518072,0.145455,0.864236,0.225806,6
0.421053,0.405405,0.481928,0.181818,0.44841,0.354839,5
0.508772,0.5,0.385542,0.340909,0.559348,0.290323,6
0.315789,0.5,0.457831,0.472727,0.629946,0.241935,6
0.333333,0.5,0.457831,0.509091,0.644686,0.241935,6
0.385965,0.216216,0.493976,0.481818,0.681924,0.16129,5
0.350877,0.432432,0.433735,0.536364,0.645462,0.33871,6
0.280702,0.432432,0.843373,0.318182,0.737781,0.129032,5
0.333333,0.364865,0.301205,0.209091,0.292475,0.629032,6
0.333333,0.364865,0.301205,0.209091,0.292475,0.629032,6
0.350877,0.324324,0.783133,0.272727,0.939488,0.209677,6
0.54386,0.662162,0.325301,0.081818,0.73623,0.322581,6
0.210526,0.324324,0.795181,0.427273,0.585725,0.241935,5
0.350877,0.324324,0.783133,0.272727,0.939488,0.209677,6
0.403509,0.310811,0.542169,0.163636,0.87277,0.274194,4
0.403509,0.310811,0.542169,0.163636,0.87277,0.274194,4
0.175439,0.297297,0.409639,0.390909,0.408844,0.354839,5
0.263158,0.337838,0.26506,0.1,0.724593,0.451613,5
0.22807,0.486486,0.445783,0.272727,1,0.129032,5
0.22807,0.486486,0.445783,0.272727,1,0.129032,5
0.315789,0.418919,0.361446,0.318182,0.515904,0.548387,6
0.22807,0.486486,0.445783,0.272727,1,0.129032,5
0.403509,0.540541,0.361446,0.336364,0.622188,0.290323,5
0.45614,0.486486,0.433735,0.081818,0.655547,0.225806,4
0.45614,0.486486,0.433735,0.081818,0.655547,0.225806,4
0.385965,0.378378,0.542169,0.472727,0.645462,0.225806,6
0.561404,0.554054,0.53012,0.318182,0.911559,0.225806,6
0.421053,0.459459,0.421687,0.554545,0.632273,0.274194,6
0.45614,0.418919,0.277108,0.309091,0.352987,0.693548,7
0.315789,0.337838,0.433735,0.390909,0.760279,0.290323,6
0.333333,0.77027,0.53012,0.145455,0.792087,0.16129,5
0.350877,0.608108,0.433735,0.4,0.668735,0.193548,6
0.385965,0.662162,0.590361,0.6,0.733126,0.225806,6
0.166667,0.391892,0.409639,0.163636,0.311094,0.306452,6
0.45614,0.486486,0.277108,0.1,0.390225,0.290323,5
0.45614,0.405405,0.240964,0.290909,0.352211,0.693548,7
0.070175,0.405405,0.108434,0.118182,0.227308,0.629032,7
0.421053,0.391892,0.349398,0.281818,0.583398,0.354839,6
0.754386,0.391892,0.301205,0.536364,0.754073,0.241935,6
0.070175,0.405405,0.108434,0.118182,0.227308,0.629032,7
0.280702,0.743243,0.373494,0.590909,0.686579,0.193548,5
0.578947,0.310811,0.542169,0.236364,0.920869,0.274194,5
0.175439,0.445946,0.240964,0.3,0.312645,0.564516,7
0.210526,0.513514,0.53012,0.354545,0.461598,0.580645,5
0.578947,0.310811,0.542169,0.236364,0.920869,0.274194,5
0.175439,0.445946,0.240964,0.3,0.312645,0.564516,7
0.140351,0.472973,0.325301,0.245455,0.489527,0.354839,6
0.140351,0.5,0.337349,0.227273,0.491854,0.290323,6
0.596491,0.175676,0.421687,0.218182,0.823119,0.16129,5
0.385965,0.162162,0.325301,0.5,0.40962,0.403226,6
0.807018,0.364865,0.481928,0.054545,0.613654,0.225806,4
0.807018,0.364865,0.481928,0.054545,0.613654,0.225806,4
0.245614,0.405405,0.445783,0.463636,0.595811,0.451613,5
0.263158,0.405405,0.409639,0.154545,0.384794,0.435484,7
0.315789,0.459459,0.240964,0.172727,0.609775,0.419355,6
0.263158,0.337838,0.445783,0.118182,0.866563,0.193548,6
0.350877,0.189189,0.277108,0.254545,0.644686,0.241935,6
0.350877,0.189189,0.277108,0.254545,0.644686,0.241935,6
0.333333,0.243243,0.228916,0.163636,0.401086,0.322581,5
0.368421,0.459459,0.253012,0.290909,0.771916,0.419355,5
0.315789,0.459459,0.240964,0.172727,0.609775,0.419355,6
0.333333,0.459459,0.240964,0.159091,0.743212,0.419355,5
0.263158,0.337838,0.445783,0.118182,0.866563,0.193548,6
0.421053,0.405405,0.325301,0.236364,0.432894,0.483871,6
0.245614,0.324324,0.385542,0.136364,0.376261,0.516129,6
0.736842,0.513514,0.445783,0.218182,0.737781,0.258065,5
0.438596,0.189189,0.518072,0.227273,0.592708,0.225806,5
0.315789,0.567568,0.433735,0.545455,0.646237,0.241935,6
0.210526,0.635135,0.518072,0.445455,0.956555,0.209677,5
0.438596,0.189189,0.518072,0.227273,0.592708,0.225806,5
0.315789,0.567568,0.433735,0.545455,0.646237,0.241935,6
0.491228,0.702703,0.445783,0.054545,0.73623,0.225806,5
0.087719,0.567568,0.409639,0.554545,0.275407,0.516129,7
0.122807,0.594595,0.409639,0.590909,0.27851,0.516129,7
0.087719,0.567568,0.409639,0.554545,0.275407,0.516129,7
0.263158,0.864865,0.289157,0.472727,0.844841,0.129032,5
0.122807,0.594595,0.409639,0.590909,0.27851,0.516129,7
0.087719,0.567568,0.409639,0.554545,0.275407,0.516129,7
0.307018,0.878378,0.843373,0.136364,0.462374,0.225806,5
0.421053,0.351351,0.253012,0.081818,0.306439,0.5,6
0.350877,0.297297,0.518072,0.309091,0.764158,0.258065,5
0.421053,0.351351,0.253012,0.081818,0.306439,0.5,6
0.307018,0.878378,0.843373,0.136364,0.462374,0.225806,5
0.578947,0.216216,0.337349,0.236364,0.353763,0.419355,6
0.508772,0.216216,0.46988,0.518182,0.923972,0.145161,5
0.22807,0.324324,0.144578,0.136364,0.217998,0.693548,7
0.280702,0.378378,0.228916,0.336364,0.3654,0.548387,5
0.350877,0.486486,0.409639,0.527273,0.655547,0.258065,6
0.280702,0.324324,0.301205,0.209091,0.675718,0.370968,6
0.280702,0.378378,0.228916,0.336364,0.3654,0.548387,5
0.140351,0.432432,0.277108,0.245455,0.202483,0.66129,6
0.105263,0.378378,0.204819,0.072727,0.497285,0.306452,5
0.45614,0.486486,0.313253,0.263636,0.581071,0.274194,5
0.315789,0.324324,0.409639,0.618182,0.435997,0.403226,5
0.157895,0.567568,0.349398,0.754545,0.711404,0.145161,6
0.333333,0.540541,0.361446,0.654545,0.675718,0.225806,5
0.298246,0.486486,0.337349,0.554545,0.65322,0.258065,5
0.385965,0.364865,0.060241,0.390909,0.157486,0.741935,7
0.385965,0.351351,0.53012,0.309091,0.981381,0.387097,5
0.175439,0.405405,0.638554,0.154545,0.851047,0.16129,7
0.175439,0.405405,0.638554,0.154545,0.851047,0.16129,7
0.175439,0.405405,0.638554,0.154545,0.851047,0.16129,7
0.175439,0.405405,0.638554,0.154545,0.851047,0.16129,7
0.175439,0.405405,0.638554,0.154545,0.851047,0.16129,7
0.175439,0.405405,0.638554,0.154545,0.851047,0.16129,7
0.105263,0.337838,0.361446,0.118182,0.371606,0.193548,6
0.175439,0.405405,0.638554,0.154545,0.851047,0.16129,7
0.938596,0.135135,0.710843,0.209091,0.611327,0.274194,4
0.087719,0.378378,0.493976,0.409091,0.732351,0.33871,6
0.45614,0.405405,0.60241,0.2,0.701319,0.483871,7
0.421053,0.391892,0.349398,0.272727,0.45384,0.451613,5
0.22807,0.391892,0.46988,0.427273,0.598138,0.451613,5
0.736842,0.175676,0.228916,0.090909,0.285493,0.887097,7
0.77193,0.459459,0.39759,0.145455,0.508146,0.419355,5
0.350877,0.418919,0.445783,0.236364,0.5609,0.290323,5
0.245614,0.459459,0.168675,0.490909,0.191621,0.596774,6
0.350877,0.418919,0.445783,0.236364,0.5609,0.290323,5
0.421053,0.364865,0.301205,0.509091,0.951901,0.16129,6
0.052632,0.567568,0.39759,0.445455,0.269977,0.532258,7
0.315789,0.432432,0.26506,0.563636,0.871994,0.225806,5
0.245614,0.459459,0.168675,0.490909,0.191621,0.596774,6
0.385965,0.391892,0.192771,0.318182,0.347556,0.532258,7
0.385965,0.391892,0.192771,0.318182,0.347556,0.532258,7
0.210526,0.405405,0.120482,0.018182,0.170675,0.645161,6
0.210526,0.486486,0.228916,0.181818,0.519007,0.419355,6
0.315789,0.445946,0.180723,0.409091,0.657099,0.451613,6
0.298246,0.432432,0.180723,0.463636,0.660978,0.451613,6
0.210526,0.405405,0.120482,0.018182,0.170675,0.645161,6
0.333333,0.621622,0.53012,0.381818,0.760279,0.225806,5
0.385965,0.527027,0.349398,0.536364,0.681924,0.225806,5
0.385965,0.391892,0.192771,0.318182,0.347556,0.532258,7
0.491228,0.702703,0.493976,0.245455,0.711404,0.225806,5
0.22807,0.5,0.144578,0.163636,0.283165,0.645161,5
0.175439,0.554054,0.361446,0.409091,0.750194,0.370968,7
0.175439,0.554054,0.361446,0.409091,0.750194,0.370968,7
0.175439,0.554054,0.361446,0.409091,0.750194,0.370968,7
0.315789,0.283784,0.204819,0.418182,0.293251,0.532258,7
0.473684,0.472973,0.650602,0.263636,0.640807,0.225806,6
0.350877,0.378378,0.385542,0.345455,1,0.112903,5
0.491228,0.702703,0.493976,0.245455,0.711404,0.225806,5
0.315789,0.283784,0.204819,0.418182,0.293251,0.532258,7
0.175439,0.554054,0.361446,0.409091,0.750194,0.370968,7
0.22807,0.5,0.144578,0.163636,0.283165,0.645161,5
0.192982,0.283784,0.289157,0.790909,0.481769,0,5
0.280702,0.351351,0.289157,0.309091,0.469356,0.387097,7
0.157895,0.310811,0.240964,0.336364,0.435221,0.435484,7
0.280702,0.324324,0.253012,0.363636,0.717611,0.354839,6
0.912281,0,0.421687,0.636364,0.380915,0.467742,5
0.640351,0.351351,0.216867,0.190909,0.339022,0.403226,6
0.350877,0.378378,0.036145,0.309091,0.273856,0.596774,7
0.631579,0.27027,0.674699,0.536364,0.910008,0.096774,5
0.280702,0.364865,0.301205,0.345455,0.823894,0.16129,5
0.403509,0.986486,0.421687,0.227273,1,0.112903,5
0.421053,0.351351,0.638554,0.218182,0.204034,0.774194,6
0.280702,0.364865,0.301205,0.345455,0.823894,0.16129,5
0.403509,0.986486,0.421687,0.227273,1,0.112903,5
0.087719,0.513514,0.168675,0.363636,0.311094,0.612903,6
0.105263,0.5,0.301205,0.309091,0.329713,0.580645,6
0.210526,0.5,0.228916,0.236364,0.32661,0.612903,6
0.122807,0.472973,0.39759,0.481818,0.722265,0.419355,5
0.263158,0.540541,0.686747,0.109091,0.602793,0.274194,5
0.438596,0.297297,0.457831,0.2,0.633049,0.370968,5
0.070175,0.405405,0.46988,0.327273,0.497285,0.33871,7
0.175439,0.486486,0.445783,0.063636,0.378588,0.467742,7
0.122807,0.378378,0.337349,0.372727,0.377812,0.209677,5
0.263158,0.391892,0.578313,0.245455,0.810706,0.354839,6
0.45614,0.527027,0.686747,0.372727,0.659426,0.241935,5
0.245614,0.418919,0.108434,0.390909,0.174554,0.790323,7
0.350877,0.364865,0.39759,0.390909,0.83398,0.112903,5
0.561404,0.297297,0.86747,0.672727,0.77114,0.225806,5
0.192982,0.310811,0.301205,0.627273,0.550039,0.33871,5
0.263158,0.324324,0.361446,0.527273,0.596587,0.322581,4
0.105263,0.567568,0.493976,0.445455,0.314197,0.5,7
0.122807,0.594595,0.518072,0.572727,0.757952,0.370968,7
0.122807,0.459459,0.289157,0.227273,0.204034,0.677419,6
0.438596,0.459459,0.698795,0.3,0.644686,0.209677,6
0.385965,0.351351,0.385542,0.4,0.343677,0.532258,6
0.263158,0.445946,0.409639,0.4,0.315749,0.451613,6
0.087719,0.337838,0.289157,0.118182,0.25834,0.516129,8
0.22807,0.459459,0.253012,0.309091,0.332816,0.725806,7
0.561404,0.554054,0.493976,0.118182,0.837083,0.209677,5
0.45614,0.418919,0.253012,0.327273,0.140419,0.790323,7
0.070175,0.337838,0.361446,0.172727,0.312645,0.516129,7
0.315789,0.540541,0.445783,0.390909,0.676493,0.209677,5
0.45614,0.418919,0.253012,0.327273,0.140419,0.790323,7
0.385965,0.405405,0.253012,0.327273,0.140419,0.790323,7
0.122807,0.405405,0.481928,0.4,0.770365,0.241935,7
0.508772,0.418919,0.337349,0.027273,0.309542,0.629032,6
0.473684,0.337838,0.277108,0.190909,0.48332,0.370968,7
0.421053,0.324324,0.289157,0.190909,0.48332,0.370968,7
0.035088,0.445946,0.26506,0.281818,0.29713,0.516129,6
0.298246,0.418919,0.253012,0.272727,0.235066,0.645161,6
0.403509,0.22973,0.39759,0.172727,0.460047,0.258065,5
0.175439,0.378378,0.385542,0.245455,0.730023,0.193548,6
0.157895,0.391892,0.240964,0.454545,0.18076,0.790323,6
0.192982,0.364865,0.626506,0.4,0.823119,0.209677,6
0.421053,0.337838,0.253012,0.118182,0.508922,0.66129,6
0.403509,0.22973,0.39759,0.172727,0.460047,0.258065,5
0.22807,0.391892,0.204819,0.3,0.366175,0.516129,6
0.140351,0.486486,0.240964,0.236364,0.321955,0.516129,7
0.157895,0.391892,0.240964,0.454545,0.18076,0.790323,6
0.280702,0.513514,0.39759,0.490909,0.671839,0.193548,5
0.192982,0.364865,0.626506,0.4,0.823119,0.209677,6
0.175439,0.378378,0.385542,0.245455,0.730023,0.193548,6
0.385965,0.337838,0.385542,0.218182,0.556245,0.209677,6
0.350877,0.364865,0.253012,0.218182,0.525213,0.435484,6
0.403509,0.432432,0.180723,0.163636,0.38557,0.290323,6
0.263158,0.337838,0.325301,0.236364,0.422808,0.370968,6
0.350877,0.364865,0.253012,0.218182,0.525213,0.435484,6
0.263158,0.378378,0.192771,0.218182,0.418154,0.532258,6
0.245614,0.675676,0.46988,0.309091,0.925524,0.129032,6
0.175439,0.5,0.409639,0.127273,0.391777,0.451613,5
0.403509,0.432432,0.180723,0.163636,0.38557,0.290323,6
0.385965,0.337838,0.385542,0.218182,0.556245,0.209677,6
0.666667,0.418919,0.216867,0.118182,0.352211,0.564516,7
0.263158,0.486486,0.349398,0.372727,0.94104,0.129032,5
0.263158,0.486486,0.349398,0.372727,0.94104,0.129032,5
0.263158,0.486486,0.349398,0.372727,0.94104,0.129032,5
0.350877,0.527027,0.433735,0.518182,0.782777,0.258065,6
0.263158,0.486486,0.349398,0.372727,0.94104,0.129032,5
0.263158,0.567568,0.421687,0.490909,0.674166,0.209677,6
0.298246,0.459459,0.421687,0.581818,0.981381,0.145161,5
0.298246,0.459459,0.421687,0.581818,0.981381,0.145161,5
0.210526,0.297297,0.481928,0.209091,0.45384,0.322581,5
0.22807,0.594595,0.433735,0.409091,0.666408,0.177419,5
0.263158,0.567568,0.421687,0.490909,0.674166,0.209677,6
0.280702,0.5,0.409639,0.518182,0.67339,0.225806,6
0.298246,0.378378,0.373494,0.4,0.64391,0.33871,6
0.298246,0.459459,0.421687,0.581818,0.981381,0.145161,5
0.140351,0.391892,0.445783,0.518182,0.626067,0.451613,6
0.350877,0.391892,0.228916,0.145455,0.354538,0.322581,6
0.175439,0.418919,0.240964,0.463636,0.438324,0.467742,6
0.315789,0.405405,0.216867,0.245455,0.290147,0.645161,7
0.508772,0.864865,0.409639,0.181818,0.901474,0.209677,5
0.561404,0.364865,0.253012,0.272727,0.357642,0.693548,7
0.315789,0.337838,0.349398,0.245455,0.466253,0.387097,6
0.175439,0.418919,0.240964,0.463636,0.438324,0.467742,6
0.263158,0.432432,0.433735,0.545455,0.782777,0.403226,5
0.210526,0.418919,0.325301,0.181818,0.439876,0.290323,6
0.157895,0.418919,0.385542,0.290909,0.295578,0.403226,6
0.473684,0.378378,0.506024,0.763636,0.705198,0.306452,6
0.368421,0.418919,0.313253,0.2,0.265322,0.548387,7
0.385965,0.297297,0.614458,0.354545,0.889837,0.193548,5
0.754386,0.486486,0.506024,0.254545,0.875873,0.274194,5
0.754386,0.459459,0.481928,0.1,0.484096,0.322581,5
0.368421,0.418919,0.313253,0.2,0.265322,0.548387,7
0.368421,0.378378,0.46988,0.436364,0.604344,0.370968,6
0.473684,0.378378,0.506024,0.763636,0.705198,0.306452,6
0.157895,0.418919,0.385542,0.290909,0.295578,0.403226,6
0.210526,0.378378,0.457831,0.245455,0.636928,0.290323,7
0.938596,0.567568,0.698795,0.2,0.788208,0.209677,5
0.421053,0.378378,0.301205,0.209091,0.244375,0.709677,7
0.210526,0.256757,0.46988,0.472727,0.742436,0.209677,6
0.938596,0.567568,0.698795,0.2,0.788208,0.209677,5
0.263158,0.378378,0.46988,0.427273,0.627618,0.241935,6
0.333333,0.445946,0.301205,0.063636,0.335919,0.403226,6
0.333333,0.445946,0.301205,0.063636,0.335919,0.403226,6
0.631579,0.297297,0.277108,0.154545,0.235842,0.774194,7
0.45614,0.405405,0.433735,0.381818,0.332816,0.451613,6
0.315789,0.445946,0.578313,0.418182,0.761831,0.322581,6
0.157895,0.459459,0.433735,0.854545,0.251358,0.612903,8
0.315789,0.445946,0.578313,0.418182,0.761831,0.322581,6
0.157895,0.459459,0.433735,0.854545,0.251358,0.612903,8
0.157895,0.486486,0.325301,0.327273,0.22886,0.645161,6
0.614035,0.405405,0.192771,0.118182,0.321955,0.741935,6
0.412281,0.364865,0.204819,0.118182,0.21955,0.629032,8
0.157895,0.378378,0.216867,0.027273,0.212568,0.419355,5
0.45614,0.243243,0.879518,0.409091,0.775019,0.193548,5
0.438596,0.459459,0.60241,0.363636,0.908456,0.322581,6
0.070175,0.351351,0.349398,0.145455,0.594259,0.193548,5
0.087719,0.351351,0.361446,0.154545,0.595035,0.209677,6
0.175439,0.472973,0.554217,0.209091,0.671063,0.354839,6
0.140351,0.486486,0.542169,0.209091,0.672614,0.354839,6
0.315789,0.202703,0.614458,0.445455,0.498836,0.112903,5
0.421053,0.472973,0.493976,0.054545,0.413499,0.435484,5
0.385965,0.459459,0.46988,0.018182,0.289372,0.66129,6
0.140351,0.405405,0.493976,0.509091,0.698991,0.241935,6
0.333333,0.391892,0.228916,0.136364,0.500388,0.516129,6
0.140351,0.5,0.301205,0.309091,0.186967,0.645161,6
0.140351,0.405405,0.493976,0.509091,0.698991,0.241935,6
0.385965,0.459459,0.46988,0.018182,0.289372,0.66129,6
0.421053,0.472973,0.493976,0.054545,0.413499,0.435484,5
0.631579,0.594595,0.46988,0.245455,0.965089,0.129032,7
0.210526,0.324324,0.518072,0.309091,0.514352,0.451613,6
0.368421,0.432432,0.204819,0.336364,0.162141,0.822581,7
0.54386,0.432432,0.313253,0.181818,0.335919,0.725806,7
0.491228,0.432432,0.433735,0.318182,0.497285,0.596774,8
0.491228,0.432432,0.433735,0.318182,0.497285,0.596774,8
0.491228,0.432432,0.433735,0.3,0.495733,0.580645,8
0.210526,0.486486,0.409639,0.2,0.408068,0.532258,6
0.54386,0.432432,0.313253,0.181818,0.335919,0.725806,7
0.210526,0.5,0.192771,0.363636,0.241272,0.548387,5
0.27193,0.459459,0.325301,0.018182,0.24903,0.677419,5
0.210526,0.418919,0.53012,0.272727,0.679597,0.387097,6
0.210526,0.418919,0.53012,0.272727,0.679597,0.387097,6
0.210526,0.418919,0.53012,0.272727,0.679597,0.387097,6
0.280702,0.337838,0.891566,0.3,0.981381,0.177419,5
0.385965,0.486486,0.301205,0.054545,0.498836,0.677419,6
0.280702,0.337838,0.891566,0.3,0.981381,0.177419,5
0.561404,0.567568,0.686747,0.354545,0.652444,0.225806,5
0.561404,0.581081,0.674699,0.363636,0.652444,0.225806,5
0.210526,0.418919,0.53012,0.272727,0.679597,0.387097,6
0.298246,0.689189,0.457831,0.536364,0.692785,0.193548,5
0.315789,0.594595,0.445783,0.454545,0.677269,0.225806,5
0.508772,0.405405,0.289157,0.336364,0.141971,0.887097,7
0.473684,0.716216,0.53012,0.318182,0.712956,0.225806,5
0.245614,0.432432,0.228916,0.118182,0.456943,0.467742,8
0.508772,0.405405,0.289157,0.336364,0.141971,0.887097,7
0.473684,0.716216,0.53012,0.318182,0.712956,0.225806,5
0.403509,0.432432,0.325301,0.290909,0.276959,0.548387,7
